type,phone,F1_25,F1_75,F2_25,F2_75,F3_25,F3_75,B1_25,B1_75,B2_25,B2_75,B3_25,B3_75
matrix,ɛː,2933.13333333333,4124.8,1732.8375,3224.22083333333,-975.591666666667,4638.77083333333,2203.09583333333,4357.69583333333,-551.0125,424.35,-1737.4,-5060.70416666667
matrix,ɛː,403.733333333333,538.2,4631.0125,3987.09583333333,1704.225,1877.0125,-435.079166666667,-551.0125,2154.39583333333,590.45,7712.86666666667,9762.65416666667
matrix,ɛː,1217.06666666667,1727.8,2278.25,2307.25,182.566666666667,2179.91666666667,505.35,424.35,590.45,725.266666666667,319.866666666667,1576.28333333333
matrix,ɛː,-1040.93333333333,-3154.86666666667,6726.33333333333,9172.6,-2053.6,-3400.53333333333,-1165,-1737.4,7712.86666666667,319.866666666667,57471.2,45697.3333333333
matrix,ɛː,-6149.93333333333,-7892.93333333333,10214.3708333333,7783.8875,3316.20833333333,-3207.3625,-4930.30416666667,-5060.70416666667,9762.65416666667,1576.28333333333,45697.3333333333,69576.7625
matrix,ɚ,1032.05555555556,1587.5,-1802.80718954248,64.3071895424837,-1200.24183006536,-249.735294117647,1015.8431372549,1054.01633986928,-4293.19281045752,-216.627450980392,-513.669934640523,-446.996732026144
matrix,ɚ,1587.5,6344.61764705882,2157.14705882353,4570.64705882353,4360.23529411765,6344.32352941176,7707.88235294118,8310.44117647059,-2678.91176470588,-1072.11764705882,5194.26470588235,2306.38235294118
matrix,ɚ,-1802.80718954248,2157.14705882353,47444.4477124183,47062.4640522876,28100.7385620915,34129.5588235294,-5818.09803921569,5915.09477124183,37544.0816993464,4960.01960784314,4680.52614379085,23764.8660130719
matrix,ɚ,64.3071895424837,4570.64705882353,47062.4640522876,62342.0653594771,36276.1437908497,65570.8235294118,-6885.49019607843,4044.11111111111,38322.0065359477,7644.98039215686,-1199.43790849673,34579.2222222222
matrix,ɚ,-1200.24183006536,4360.23529411765,28100.7385620915,36276.1437908497,119190.575163399,108629.058823529,3572.09803921569,20310.8562091503,-7223.09150326797,-229.960784313725,-1579.45751633987,-13524.1699346405
matrix,ɚ,-249.735294117647,6344.32352941176,34129.5588235294,65570.8235294118,108629.058823529,166380.617647059,2709.76470588235,20988.7352941176,13438.9117647059,4450.17647058824,-11028.4411764706,25295.7941176471
matrix,ɚ,1015.8431372549,7707.88235294118,-5818.09803921569,-6885.49019607843,3572.09803921569,2709.76470588235,20558.7058823529,19327.9019607843,-7792.37254901961,-2239.05882352941,8890.72549019608,-2063.96078431373
matrix,ɚ,1054.01633986928,8310.44117647059,5915.09477124183,4044.11111111111,20310.8562091503,20988.7352941176,19327.9019607843,36786.4477124183,-3117.21241830065,-2285.09803921569,1765.40849673203,-814.66339869281
matrix,ɚ,-4293.19281045752,-2678.91176470588,37544.0816993464,38322.0065359477,-7223.09150326797,13438.9117647059,-7792.37254901961,-3117.21241830065,79207.3888888889,7126.21568627451,3534.47385620915,36537.6045751634
matrix,ɚ,-216.627450980392,-1072.11764705882,4960.01960784314,7644.98039215686,-229.960784313725,4450.17647058824,-2239.05882352941,-2285.09803921569,7126.21568627451,3885.64705882353,-1186.33333333333,6386.6862745098
matrix,ɚ,-513.669934640523,5194.26470588235,4680.52614379085,-1199.43790849673,-1579.45751633987,-11028.4411764706,8890.72549019608,1765.40849673203,3534.47385620915,-1186.33333333333,19369.545751634,-1059.03594771242
matrix,ɚ,-446.996732026144,2306.38235294118,23764.8660130719,34579.2222222222,-13524.1699346405,25295.7941176471,-2063.96078431373,-814.66339869281,36537.6045751634,6386.6862745098,-1059.03594771242,44248.7614379085
matrix,ʉ,3173.72934472934,5290.30769230769,-6636.64102564103,-1282.92022792023,994.371794871795,3784.51566951567,4672.23361823362,1911.77492877493,-524.374643874644,3863.47863247863,2784.16381766382,1848.76780626781
matrix,ʉ,5290.30769230769,17040.5384615385,-12870.5769230769,13505.3846153846,1198.23076923077,22772.3461538462,14703.2692307692,6195.61538461538,-1160.07692307692,10363.2692307692,5727.07692307692,4790.42307692308
matrix,ʉ,-6636.64102564103,-12870.5769230769,55266.9230769231,59516.5897435897,10350.6538461538,-3917.17948717949,-15837.7564102564,-6140.82051282051,1209.0641025641,-13786.0384615385,-6428.12820512821,2612.89743589744
matrix,ʉ,-1282.92022792023,13505.3846153846,59516.5897435897,197013.84045584,19922.7948717949,63311.3917378917,4122.34045584046,-7731.78062678063,12773.0185185185,-29221.4572649573,2480.9415954416,20037.8874643875
matrix,ʉ,994.371794871795,1198.23076923077,10350.6538461538,19922.7948717949,11313,3462.17948717949,-1165.82051282051,-1879.98717948718,-6100.98717948718,-2822.73076923077,-1903.02564102564,1482.71794871795
matrix,ʉ,3784.51566951567,22772.3461538462,-3917.17948717949,63311.3917378917,3462.17948717949,55846.7122507122,23272.8148148148,5712.97578347578,7154.92877492878,4529.04273504274,10451.4672364672,15761.5925925926
matrix,ʉ,4672.23361823362,14703.2692307692,-15837.7564102564,4122.34045584046,-1165.82051282051,23272.8148148148,22325.5327635328,12882.9501424501,5416.28774928775,15401.4273504273,10587.9415954416,5935.61823361823
matrix,ʉ,1911.77492877493,6195.61538461538,-6140.82051282051,-7731.78062678063,-1879.98717948718,5712.97578347578,12882.9501424501,23514.6695156695,-2134.19373219373,19964.8162393162,8514.92165242165,2152.81339031339
matrix,ʉ,-524.374643874644,-1160.07692307692,1209.0641025641,12773.0185185185,-6100.98717948718,7154.92877492878,5416.28774928775,-2134.19373219373,58906.3532763533,-1235.42735042735,-1143.10826210826,16870.933048433
matrix,ʉ,3863.47863247863,10363.2692307692,-13786.0384615385,-29221.4572649573,-2822.73076923077,4529.04273504274,15401.4273504273,19964.8162393162,-1235.42735042735,66585.717948718,13801.8418803419,8350.01709401709
matrix,ʉ,2784.16381766382,5727.07692307692,-6428.12820512821,2480.9415954416,-1903.02564102564,10451.4672364672,10587.9415954416,8514.92165242165,-1143.10826210826,13801.8418803419,14298.660968661,6205.16381766382
matrix,ʉ,1848.76780626781,4790.42307692308,2612.89743589744,20037.8874643875,1482.71794871795,15761.5925925926,5935.61823361823,2152.81339031339,16870.933048433,8350.01709401709,6205.16381766382,16447.4216524217
matrix,ɔj,6161.42857142857,273.214285714286,10184.8571428571,777.142857142857,14866.6428571429,9025.21428571429,-7743.14285714286,-4558.71428571429,356.214285714286,99.8571428571429,7124.28571428571,10833.6428571429
matrix,ɔj,273.214285714286,8957.26785714286,74.3214285714286,-6928.75,6874.125,8580.01785714286,14989.5357142857,1404.53571428571,-16827.625,-3208.82142857143,8496.28571428571,2031.875
matrix,ɔj,10184.8571428571,74.3214285714286,203442.214285714,32841.7857142857,114835.892857143,13278.9642857143,-10697.2142857143,-48509.0714285714,-8819.32142857143,-16788.3571428571,66129.4285714286,94683.1071428571
matrix,ɔj,777.142857142857,-6928.75,32841.7857142857,26794.2142857143,20433.25,-1649.10714285714,-8174.78571428571,-21853.3571428571,27804.75,1245.78571428571,14710.1428571429,21231.6071428571
matrix,ɔj,14866.6428571429,6874.125,114835.892857143,20433.25,111048.982142857,35908.4464285714,10985.3928571429,-34237.3214285714,4099.375,-5714.25,71614.4285714286,77835.875
matrix,ɔj,9025.21428571429,8580.01785714286,13278.9642857143,-1649.10714285714,35908.4464285714,25049.8392857143,3306.17857142857,-7358.53571428571,-7032.80357142857,374.535714285714,25854,22521.125
matrix,ɔj,-7743.14285714286,14989.5357142857,-10697.2142857143,-8174.78571428571,10985.3928571429,3306.17857142857,70588.2142857143,4659.21428571429,-17751.6785714286,-9378.78571428571,18257.5714285714,-5361.39285714286
matrix,ɔj,-4558.71428571429,1404.53571428571,-48509.0714285714,-21853.3571428571,-34237.3214285714,-7358.53571428571,4659.21428571429,33425.0714285714,-19872.6785714286,2113.92857142857,-26137,-31988.25
matrix,ɔj,356.214285714286,-16827.625,-8819.32142857143,27804.75,4099.375,-7032.80357142857,-17751.6785714286,-19872.6785714286,59148.5535714286,10896.6785714286,3706.28571428571,7789.33928571429
matrix,ɔj,99.8571428571429,-3208.82142857143,-16788.3571428571,1245.78571428571,-5714.25,374.535714285714,-9378.78571428571,2113.92857142857,10896.6785714286,5350.21428571429,-3360.71428571429,-3903.89285714286
matrix,ɔj,7124.28571428571,8496.28571428571,66129.4285714286,14710.1428571429,71614.4285714286,25854,18257.5714285714,-26137,3706.28571428571,-3360.71428571429,52476.8571428571,49634.1428571429
matrix,ɔj,10833.6428571429,2031.875,94683.1071428571,21231.6071428571,77835.875,22521.125,-5361.39285714286,-31988.25,7789.33928571429,-3903.89285714286,49634.1428571429,59837.8392857143
